Count.tree_pollen,Count.grass_pollen,Count.weed_pollen,Risk.tree_pollen,Risk.grass_pollen,Risk.weed_pollen,Species.Others,Species.Grass.Grass / Poaceae,Species.Tree.Oak,Species.Tree.Cypress / Juniper / Cedar,Species.Tree.Mulberry,Species.Tree.Pine,Species.Tree.Elm,Species.Tree.Ash,Species.Tree.Birch,Species.Tree.Maple,Species.Tree.Poplar / Cottonwood,Species.Weed.Ragweed,SpeciesRisk.Oak,SpeciesRisk.Cypress / Juniper / Cedar,SpeciesRisk.Mulberry,SpeciesRisk.Pine,SpeciesRisk.Elm,SpeciesRisk.Ash,SpeciesRisk.Birch,SpeciesRisk.Maple,SpeciesRisk.Poplar / Cottonwood,SpeciesRisk.Grass / Poaceae,SpeciesRisk.Ragweed,lat,lng,time,date,temp,min_temp,max_temp,precip,wind_spd
0,4,12,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721347200,2024-07-19,77.72,22.8,30.0,1.8,2.3
0,3,10,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721433600,2024-07-20,76.64,21.7,27.8,49.5,2.4
0,0,1,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721520000,2024-07-21,77.54,22.2,30.6,10.3,3.2
0,5,13,Low,Low,Low,0,5,0,0,0,0,0,0,0,0,0,13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721606400,2024-07-22,78.25999999999999,22.2,30.0,0.3,2.6
0,2,7,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721692800,2024-07-23,79.34,23.9,31.1,33.7,3.3
0,2,7,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721779200,2024-07-24,77.0,22.0,30.6,39.9,1.6
0,3,8,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721865600,2024-07-25,77.9,23.3,30.6,4.0,2.9
0,1,3,Low,Low,Low,0,1,0,0,0,0,0,0,0,0,0,3,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1721952000,2024-07-26,78.44,22.8,31.7,2.8,2.9
0,3,8,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,8,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722038400,2024-07-27,78.08,22.8,28.9,0.0,3.1
0,0,1,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,1,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722124800,2024-07-28,76.46,22.8,26.1,22.2,2.7
0,4,11,Low,Low,Low,0,4,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722211200,2024-07-29,76.82,22.8,30.0,25.5,2.5
0,2,7,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,7,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722297600,2024-07-30,79.34,22.0,32.8,4.3,3.3
0,1,4,Low,Low,Low,0,1,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722384000,2024-07-31,78.98,22.8,33.3,25.8,2.9
0,3,9,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,9,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722470400,2024-08-01,84.74,23.9,34.4,0.0,3.5
0,3,12,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722556800,2024-08-02,85.1,26.1,33.9,0.3,3.8
0,2,11,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722643200,2024-08-03,81.86,23.3,32.2,0.3,2.8
0,2,10,Low,Low,Low,0,2,0,0,0,0,0,0,0,0,0,10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722729600,2024-08-04,81.68,23.3,32.2,0.0,2.4
0,3,17,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722816000,2024-08-05,82.4,23.9,33.3,0.0,5.7
0,3,15,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1722902400,2024-08-06,83.3,25.0,32.8,0.0,4.9
0,4,23,Low,Low,Moderate,0,4,0,0,0,0,0,0,0,0,0,23,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1722988800,2024-08-07,85.46000000000001,23.9,35.6,0.0,3.8
0,3,19,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1723075200,2024-08-08,86.36,25.6,35.0,0.0,4.2
0,3,16,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1723161600,2024-08-09,85.46000000000001,24.4,35.0,0.0,3.9
0,3,23,Low,Low,Moderate,0,3,0,0,0,0,0,0,0,0,0,23,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723248000,2024-08-10,82.94,22.8,33.3,0.0,3.4
0,1,6,Low,Low,Low,0,1,0,0,0,0,0,0,0,0,0,6,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1723334400,2024-08-11,80.96,21.1,32.8,0.0,3.2
0,7,34,Low,Low,Moderate,0,7,0,0,0,0,0,0,0,0,0,34,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723420800,2024-08-12,80.96,21.1,32.8,0.0,3.3
0,4,28,Low,Low,Moderate,0,4,0,0,0,0,0,0,0,0,0,28,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723507200,2024-08-13,82.94,22.2,33.3,0.0,3.6
0,10,55,Low,Low,Moderate,0,10,0,0,0,0,0,0,0,0,0,55,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723593600,2024-08-14,81.86,24.4,32.8,0.0,3.3
0,5,31,Low,Low,Moderate,0,5,0,0,0,0,0,0,0,0,0,31,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723680000,2024-08-15,81.32,23.0,31.1,0.0,2.9
0,4,21,Low,Low,Moderate,0,4,0,0,0,0,0,0,0,0,0,21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1723766400,2024-08-16,80.96,22.2,32.8,5.8,3.3
0,1,13,Low,Low,Low,0,1,0,0,0,0,0,0,0,0,0,13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1723852800,2024-08-17,80.24000000000001,21.7,34.4,7.0,3.3
0,3,18,Low,Low,Low,0,3,0,0,0,0,0,0,0,0,0,18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1723939200,2024-08-18,77.72,22.8,32.2,6.8,3.1
0,40,192,Low,Moderate,High,0,40,0,0,0,0,0,0,0,0,0,192,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1724025600,2024-08-19,78.98,21.7,31.1,0.0,4.4
0,6,46,Low,Low,Moderate,0,6,0,0,0,0,0,0,0,0,0,46,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1724112000,2024-08-20,78.25999999999999,21.1,31.1,0.0,3.5
0,10,53,Low,Low,Moderate,0,10,0,0,0,0,0,0,0,0,0,53,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1724198400,2024-08-21,74.84,19.4,28.9,0.0,4.0
0,8,45,Low,Low,Moderate,0,8,0,0,0,0,0,0,0,0,0,45,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1724284800,2024-08-22,76.28,20.6,28.3,0.0,4.6
0,13,69,Low,Low,Moderate,0,13,0,0,0,0,0,0,0,0,0,69,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1724371200,2024-08-23,75.02,18.9,29.0,0.0,4.4
0,15,105,Low,Low,High,0,15,0,0,0,0,0,0,0,0,0,105,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1724457600,2024-08-24,76.46,19.4,30.6,0.0,3.8
0,17,81,Low,Low,High,0,17,0,0,0,0,0,0,0,0,0,81,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1724544000,2024-08-25,78.8,20.6,31.7,0.0,3.4
0,30,142,Low,Moderate,High,0,30,0,0,0,0,0,0,0,0,0,142,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1724630400,2024-08-26,80.24000000000001,21.1,32.8,0.0,3.1
0,31,213,Low,Moderate,High,0,31,0,0,0,0,0,0,0,0,0,213,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1724716800,2024-08-27,82.58,22.8,34.4,0.0,1.6
0,16,87,Low,Low,High,0,16,0,0,0,0,0,0,0,0,0,87,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1724803200,2024-08-28,84.56,23.9,35.6,0.0,1.5
0,43,241,Low,Moderate,High,0,43,0,0,0,0,0,0,0,0,0,241,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1724889600,2024-08-29,86.36,24.4,35.6,0.0,2.5
0,34,178,Low,Moderate,High,0,34,0,0,0,0,0,0,0,0,0,178,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1724976000,2024-08-30,83.12,24.4,35.0,2.3,2.1
0,20,139,Low,Low,High,0,20,0,0,0,0,0,0,0,0,0,139,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725062400,2024-08-31,83.12,23.3,33.9,0.0,2.6
0,33,190,Low,Moderate,High,0,33,0,0,0,0,0,0,0,0,0,190,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,High,33.7544657,-84.3898151,1725148800,2024-09-01,81.86,23.3,34.4,1.5,3.3
0,13,93,Low,Low,High,0,13,0,0,0,0,0,0,0,0,0,93,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725235200,2024-09-02,81.14,22.2,34.4,0.0,3.1
0,15,134,Low,Low,High,0,15,0,0,0,0,0,0,0,0,0,134,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725321600,2024-09-03,77.9,22.8,29.4,0.0,5.4
0,4,134,Low,Low,High,0,4,0,0,0,0,0,0,0,0,0,134,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725408000,2024-09-04,74.12,18.3,28.9,0.0,6.0
0,6,122,Low,Low,High,0,6,0,0,0,0,0,0,0,0,0,122,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725494400,2024-09-05,75.56,21.1,28.3,0.0,5.4
0,1,100,Low,Low,High,0,1,0,0,0,0,0,0,0,0,0,100,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725580800,2024-09-06,73.4,21.1,26.1,5.0,4.1
0,0,132,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,132,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725667200,2024-09-07,76.1,20.0,30.6,0.5,3.6
0,0,89,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,89,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725753600,2024-09-08,73.4,17.8,27.8,0.0,4.1
0,0,174,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,174,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725840000,2024-09-09,75.02,19.4,28.9,0.0,3.2
0,0,84,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,84,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1725926400,2024-09-10,75.56,18.3,30.0,0.0,3.3
0,0,167,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,167,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726012800,2024-09-11,71.96,19.4,24.4,1.3,5.1
0,0,148,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,148,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726099200,2024-09-12,69.08,19.0,23.0,15.8,6.6
0,0,132,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,132,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726185600,2024-09-13,71.06,20.0,23.9,2.0,5.4
0,0,126,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,126,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726272000,2024-09-14,71.6,20.6,23.0,2.3,6.8
0,0,59,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,59,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1726358400,2024-09-15,73.58,21.1,25.6,0.3,6.8
0,0,82,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,82,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726444800,2024-09-16,73.75999999999999,20.0,27.8,0.0,5.5
0,0,278,Low,Low,Very High,0,0,0,0,0,0,0,0,0,0,0,278,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very High,33.7544657,-84.3898151,1726531200,2024-09-17,71.42,16.7,28.3,0.0,4.4
0,0,62,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1726617600,2024-09-18,74.12,19.4,27.8,0.0,2.1
0,0,44,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,44,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1726704000,2024-09-19,77.0,20.6,31.1,0.0,1.7
0,0,106,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,106,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726790400,2024-09-20,80.24000000000001,21.1,33.3,0.0,1.7
0,0,107,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,107,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726876800,2024-09-21,81.5,21.7,33.9,0.0,1.6
0,0,173,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,173,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1726963200,2024-09-22,82.94,22.2,35.6,0.0,3.4
0,0,192,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,192,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727049600,2024-09-23,83.12,22.8,33.9,0.0,2.5
0,0,141,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,141,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727136000,2024-09-24,82.58,23.9,32.8,0.3,2.7
0,0,214,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,214,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727222400,2024-09-25,72.86,19.0,29.4,67.2,3.8
0,0,76,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,76,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1727308800,2024-09-26,69.98,18.9,23.3,95.1,3.5
0,0,79,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,79,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727395200,2024-09-27,71.42,19.0,23.3,79.8,7.4
0,0,66,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,66,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1727481600,2024-09-28,70.52,18.3,25.6,0.0,4.8
0,0,210,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,210,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727568000,2024-09-29,71.78,18.9,25.6,0.0,2.5
0,0,106,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,106,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727654400,2024-09-30,72.32,18.9,26.1,0.0,2.4
0,0,167,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,167,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727740800,2024-10-01,72.68,19.4,27.8,0.0,3.5
0,0,62,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1727827200,2024-10-02,75.56,19.4,30.0,0.0,2.5
0,0,79,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,79,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1727913600,2024-10-03,76.1,20.0,29.4,0.0,2.7
0,0,72,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,72,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728000000,2024-10-04,73.94,21.1,26.1,0.0,2.6
0,0,62,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728086400,2024-10-05,76.28,21.1,30.0,0.0,2.8
0,0,65,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,65,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728172800,2024-10-06,75.56,20.0,28.9,0.0,2.4
0,0,63,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,63,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728259200,2024-10-07,74.84,18.9,30.0,0.0,3.4
0,0,37,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,37,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728345600,2024-10-08,69.98,14.4,27.2,0.0,3.8
0,0,64,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,64,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728432000,2024-10-09,71.24000000000001,17.8,26.7,0.0,3.7
0,0,73,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,73,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728518400,2024-10-10,69.44,17.2,25.6,0.0,3.8
0,0,61,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,61,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728604800,2024-10-11,65.48,13.3,24.4,0.0,2.6
0,0,377,Low,Low,Very High,0,0,0,0,0,0,0,0,0,0,0,377,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Very High,33.7544657,-84.3898151,1728691200,2024-10-12,66.38,11.7,26.1,0.0,2.4
0,0,42,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,42,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728777600,2024-10-13,70.16,13.9,28.9,0.0,3.1
0,0,62,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,62,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728864000,2024-10-14,67.1,12.8,22.8,0.0,5.2
0,0,21,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1728950400,2024-10-15,56.120000000000005,8.3,20.0,0.0,4.2
0,0,89,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,89,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1729036800,2024-10-16,51.98,6.1,16.7,0.0,5.4
0,0,35,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,35,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729123200,2024-10-17,53.6,5.0,18.9,0.0,2.3
0,0,4,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,4,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1729209600,2024-10-18,57.56,8.9,20.6,0.0,3.1
0,0,24,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729296000,2024-10-19,60.440000000000005,10.0,22.2,0.0,3.7
0,0,70,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,70,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729382400,2024-10-20,65.3,12.2,25.6,0.0,2.8
0,0,173,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,173,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1729468800,2024-10-21,66.56,12.2,26.1,0.0,2.4
0,0,38,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,38,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729555200,2024-10-22,66.74000000000001,13.3,25.6,0.0,2.3
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1729641600,2024-10-23,69.62,14.4,27.8,0.0,2.1
0,0,63,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,63,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729728000,2024-10-24,70.16,15.6,28.3,0.0,3.6
0,0,34,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,34,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729814400,2024-10-25,69.8,13.3,28.3,0.0,1.9
0,0,141,Low,Low,High,0,0,0,0,0,0,0,0,0,0,0,141,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,33.7544657,-84.3898151,1729900800,2024-10-26,73.4,17.2,29.4,0.0,2.9
0,0,39,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,39,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1729987200,2024-10-27,65.12,14.4,23.3,0.0,4.1
0,0,5,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730073600,2024-10-28,61.34,13.9,20.6,0.0,3.8
0,0,25,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,25,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1730160000,2024-10-29,64.22,12.8,24.4,0.0,3.7
0,0,15,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730246400,2024-10-30,69.25999999999999,16.7,26.1,0.0,4.0
0,0,13,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730332800,2024-10-31,69.44,17.0,26.1,0.0,3.0
0,0,19,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730419200,2024-11-01,68.18,17.8,23.3,0.8,2.4
0,0,21,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1730505600,2024-11-02,68.54,16.0,26.7,0.0,1.8
0,0,70,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,70,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1730592000,2024-11-03,64.58,16.1,19.7,0.0,4.4
0,0,30,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,30,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1730678400,2024-11-04,60.8,15.0,16.7,0.0,5.3
0,0,15,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730764800,2024-11-05,67.82,16.1,25.6,0.0,4.5
0,0,12,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1730851200,2024-11-06,70.7,19.5,23.3,0.8,3.9
0,0,44,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,44,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1730937600,2024-11-07,70.34,19.4,23.0,0.0,3.7
0,0,12,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,33.7544657,-84.3898151,1731024000,2024-11-08,71.6,18.9,26.7,0.0,2.1
0,0,24,Low,Low,Moderate,0,0,0,0,0,0,0,0,0,0,0,24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,33.7544657,-84.3898151,1731110400,2024-11-09,68.18,17.8,23.3,0.0,3.9
